location_id,timestamp,state,road_type,lane_count,speed_limit_kmph,has_signal,enforcement_level,blackspot_score,latitude,longitude,season,day_of_week,hour_of_day,lighting,weather,is_peak,vehicle_count_per_hr,avg_speed_kmph,peak,traffic_data_quality_flag,signal_status,green_duration_s,red_duration_s,yellow_duration_s,cycle_time_s,violations_count,signal_data_quality_flag,accident_occurred,severity,vehicles_involved,cause,veh_count_at_accident
L001,2025-07-02 03:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,3,Night,Clear,False,284.0,23.2,False,,Working,65.0,77.0,5.0,147.0,1.0,,False,,,,284
L001,2025-07-02 04:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,4,Night,Clear,False,614.0,14.7,False,,Working,67.0,110.0,10.0,187.0,0.0,,False,,,,614
L001,2025-07-02 05:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,5,Dusk/Dawn,Rain,False,1081.0,5.0,False,,Working,71.0,115.0,6.0,192.0,2.0,,False,,,,1081
L001,2025-07-02 06:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,6,Day,Thunderstorm,False,631.0,,False,,Working,42.0,66.0,5.0,113.0,1.0,,False,,,,631
L001,2025-07-02 07:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,7,Day,Rain,False,0.0,0.0,False,veh_dropout,Working,78.0,88.0,4.0,170.0,0.0,,False,,,,0
L001,2025-07-02 08:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,8,Day,Clear,True,1259.0,5.0,True,,Working,36.0,40.0,7.0,83.0,0.0,,False,,,,1259
L001,2025-07-02 09:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,9,Day,Clear,True,895.0,,True,,Working,40.0,100.0,5.0,145.0,0.0,,False,,,,895
L001,2025-07-02 10:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,10,Day,Rain,True,1254.0,5.0,True,,Working,85.0,73.0,4.0,162.0,1.0,,False,,,,1254
L001,2025-07-02 11:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,11,Day,Rain,True,1060.0,9.1,True,,Working,79.0,95.0,6.0,180.0,1.0,,False,,,,1060
L001,2025-07-02 12:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,12,Day,Rain,False,464.0,18.7,False,,Working,79.0,100.0,3.0,182.0,2.0,,False,,,,464
L001,2025-07-02 13:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,13,Day,Rain,False,326.0,18.6,False,,Working,53.0,91.0,7.0,151.0,1.0,,False,,,,326
L001,2025-07-02 14:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,14,Day,Rain,False,577.0,14.4,False,,Off,,,,,,,False,,,,577
L001,2025-07-02 15:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,15,Day,Clear,False,404.0,16.1,False,,Working,27.0,110.0,3.0,140.0,1.0,,False,,,,404
L001,2025-07-02 16:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,16,Day,Clear,False,278.0,30.5,False,,Working,79.0,67.0,4.0,150.0,0.0,,False,,,,278
L001,2025-07-02 17:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,17,Day,Rain,True,533.0,14.0,True,,Working,60.0,119.0,7.0,186.0,4.0,,False,,,,533
L001,2025-07-02 18:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,18,Day,Rain,True,961.0,5.0,True,,Working,60.0,105.0,4.0,169.0,0.0,,False,,,,961
L001,2025-07-02 19:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,19,Dusk/Dawn,Clear,True,1184.0,10.7,True,,Working,31.0,60.0,3.0,94.0,1.0,,False,,,,1184
L001,2025-07-02 20:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,20,Night,Clear,True,1230.0,8.5,True,,Working,27.0,64.0,9.0,100.0,1.0,,False,,,,1230
L001,2025-07-02 21:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,21,Night,Rain,True,1733.0,,True,,Working,37.0,108.0,5.0,150.0,1.0,,True,Minor,3.0,Weather-related,1733
L001,2025-07-02 22:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,22,Night,Clear,False,711.0,14.8,False,,Blinking,,,,,,,False,,,,711
L001,2025-07-02 23:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,2,23,Night,Clear,False,771.0,5.0,False,,Working,72.0,39.0,3.0,114.0,0.0,,True,Minor,1.0,Rear-end / Following too close,771
L001,2025-07-03 00:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,0,Night,Rain,False,196.0,15.4,False,,Working,77.0,63.0,10.0,150.0,2.0,,False,,,,196
L001,2025-07-03 01:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,1,Night,Rain,False,299.0,16.2,False,,Working,37.0,115.0,5.0,157.0,2.0,,False,,,,299
L001,2025-07-03 02:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,2,Night,Rain,False,264.0,22.0,False,,Working,71.0,75.0,7.0,153.0,2.0,,True,Minor,5.0,Signal skip,264
L001,2025-07-03 03:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,3,Night,Clear,False,485.0,24.0,False,,Working,47.0,80.0,9.0,136.0,0.0,,False,,,,485
L001,2025-07-03 04:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,4,Night,Rain,False,408.0,7.1,False,,Working,46.0,100.0,3.0,149.0,1.0,,True,Minor,3.0,Weather-related,408
L001,2025-07-03 05:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,5,Dusk/Dawn,Clear,False,543.0,13.6,False,,Working,26.0,46.0,3.0,75.0,3.0,,False,,,,543
L001,2025-07-03 06:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,6,Day,Clear,False,566.0,,False,,Working,52.0,54.0,7.0,113.0,2.0,,True,Major,1.0,Signal skip,566
L001,2025-07-03 07:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,7,Day,Rain,False,191.0,24.2,False,,Working,83.0,50.0,7.0,140.0,0.0,,False,,,,191
L001,2025-07-03 08:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,8,Day,Rain,True,830.0,15.4,True,,Working,77.0,100.0,7.0,184.0,4.0,,False,,,,830
L001,2025-07-03 09:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,9,Day,Rain,True,1007.0,5.0,True,,Working,53.0,70.0,5.0,128.0,1.0,,False,,,,1007
L001,2025-07-03 10:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,10,Day,Rain,True,1093.0,5.0,True,,Working,86.0,56.0,4.0,146.0,1.0,,False,,,,1093
L001,2025-07-03 11:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,11,Day,Rain,True,1103.0,5.0,True,,Working,78.0,34.0,3.0,115.0,4.0,,False,,,,1103
L001,2025-07-03 12:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,12,Day,Clear,False,226.0,28.7,False,,Working,87.0,96.0,7.0,190.0,1.0,,False,,,,226
L001,2025-07-03 13:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,13,Day,Rain,False,471.0,6.3,False,,Working,68.0,30.0,4.0,102.0,0.0,,False,,,,471
L001,2025-07-03 14:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,14,Day,Clear,False,508.0,13.0,False,,Working,62.0,73.0,4.0,139.0,1.0,,False,,,,508
L001,2025-07-03 15:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,15,Day,Clear,False,942.0,15.1,False,,Blinking,,,,,,,False,,,,942
L001,2025-07-03 16:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,16,Day,Thunderstorm,False,215.0,30.2,False,,Working,46.0,46.0,7.0,99.0,0.0,,False,,,,215
L001,2025-07-03 17:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,17,Day,Rain,True,1232.0,7.3,True,,Working,41.0,88.0,3.0,132.0,3.0,,False,,,,1232
L001,2025-07-03 18:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,18,Day,Rain,True,1782.0,5.0,True,,Working,51.0,117.0,5.0,173.0,3.0,,False,,,,1782
L001,2025-07-03 19:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,19,Dusk/Dawn,Rain,True,529.0,10.6,True,,Working,66.0,77.0,5.0,148.0,0.0,,False,,,,529
L001,2025-07-03 20:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,20,Night,Rain,True,1128.0,9.2,True,,Off,,,,,,,False,,,,1128
L001,2025-07-03 21:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,21,Night,Rain,True,872.0,5.0,True,,Working,80.0,46.0,6.0,132.0,1.0,,False,,,,872
L001,2025-07-03 22:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,22,Night,Rain,False,383.0,15.0,False,,Working,42.0,47.0,7.0,96.0,3.0,,False,,,,383
L001,2025-07-03 23:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,3,23,Night,Rain,False,328.0,17.2,False,,Working,71.0,59.0,10.0,140.0,3.0,,True,Minor,1.0,Weather-related,328
L001,2025-07-04 00:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,0,Night,Clear,False,438.0,11.4,False,,Working,26.0,41.0,7.0,74.0,3.0,,False,,,,438
L001,2025-07-04 01:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,1,Night,Rain,False,389.0,,False,,Working,86.0,115.0,7.0,208.0,0.0,,False,,,,389
L001,2025-07-04 02:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,2,Night,Clear,False,466.0,27.4,False,,Working,25.0,101.0,3.0,129.0,3.0,,False,,,,466
L001,2025-07-04 03:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,3,Night,Clear,False,172.0,32.6,False,,Working,50.0,78.0,9.0,137.0,0.0,,False,,,,172
L001,2025-07-04 04:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,4,Night,Rain,False,344.0,16.4,False,,Working,84.0,32.0,7.0,123.0,3.0,,False,,,,344
L001,2025-07-04 05:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,5,Dusk/Dawn,Clear,False,359.0,25.1,False,,Working,31.0,39.0,5.0,75.0,3.0,,False,,,,359
L001,2025-07-04 06:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,6,Day,Thunderstorm,False,169.0,30.2,False,,Blinking,,,,,,,False,,,,169
L001,2025-07-04 07:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,7,Day,Thunderstorm,False,255.0,25.4,False,,Off,,,,,,,False,,,,255
L001,2025-07-04 08:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,8,Day,Thunderstorm,True,421.0,19.4,True,,Working,66.0,44.0,6.0,116.0,1.0,,False,,,,421
L001,2025-07-04 09:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,9,Day,Rain,True,925.0,10.5,True,,Working,75.0,63.0,6.0,144.0,1.0,,False,,,,925
L001,2025-07-04 10:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,10,Day,Clear,True,959.0,13.9,True,,Working,90.0,115.0,3.0,208.0,1.0,,False,,,,959
L001,2025-07-04 11:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,11,Day,Thunderstorm,True,377.0,26.4,True,,Working,67.0,46.0,5.0,118.0,1.0,,False,,,,377
L001,2025-07-04 12:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,12,Day,Rain,False,564.0,5.0,False,,Working,84.0,80.0,6.0,170.0,0.0,,False,,,,564
L001,2025-07-04 13:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,13,Day,Thunderstorm,False,416.0,18.7,False,,Working,58.0,45.0,4.0,107.0,0.0,,False,,,,416
L001,2025-07-04 14:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,14,Day,Thunderstorm,False,440.0,14.2,False,,Working,56.0,36.0,7.0,99.0,0.0,,False,,,,440
L001,2025-07-04 15:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,15,Day,Rain,False,926.0,8.1,False,,Working,74.0,34.0,3.0,111.0,1.0,,False,,,,926
L001,2025-07-04 16:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,16,Day,Clear,False,273.0,30.7,False,,Working,62.0,78.0,3.0,143.0,2.0,,False,,,,273
L001,2025-07-04 17:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,17,Day,Rain,True,661.0,,True,,Working,86.0,116.0,6.0,208.0,2.0,,False,,,,661
L001,2025-07-04 18:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,18,Day,Rain,True,1059.0,9.3,True,,Working,50.0,64.0,3.0,117.0,3.0,,False,,,,1059
L001,2025-07-04 19:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,19,Dusk/Dawn,Clear,True,829.0,13.0,True,,Working,89.0,51.0,5.0,145.0,2.0,,False,,,,829
L001,2025-07-04 20:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,20,Night,Clear,True,1379.0,8.5,True,,Working,31.0,37.0,8.0,76.0,2.0,,False,,,,1379
L001,2025-07-04 21:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,21,Night,Rain,True,673.0,6.7,True,,Working,70.0,67.0,9.0,146.0,0.0,,False,,,,673
L001,2025-07-04 22:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,22,Night,Thunderstorm,False,304.0,17.5,False,,Working,74.0,96.0,3.0,173.0,1.0,,False,,,,304
L001,2025-07-04 23:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,4,23,Night,Rain,False,504.0,14.8,False,,Working,40.0,73.0,4.0,117.0,0.0,,False,,,,504
L001,2025-07-05 00:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,0,Night,Rain,False,558.0,8.5,False,,Working,30.0,47.0,5.0,82.0,0.0,,False,,,,558
L001,2025-07-05 01:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,1,Night,Clear,False,421.0,22.2,False,,Working,78.0,78.0,6.0,162.0,2.0,,False,,,,421
L001,2025-07-05 02:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,2,Night,Rain,False,413.0,9.6,False,,Working,90.0,39.0,8.0,137.0,0.0,,False,,,,413
L001,2025-07-05 03:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,3,Night,Thunderstorm,False,175.0,29.7,False,,Blinking,,,,,,,False,,,,175
L001,2025-07-05 04:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,4,Night,Clear,False,668.0,15.6,False,,Blinking,,,,,,,False,,,,668
L001,2025-07-05 05:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,5,Dusk/Dawn,Rain,False,206.0,24.1,False,,Working,34.0,108.0,7.0,149.0,1.0,,False,,,,206
L001,2025-07-05 06:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,6,Day,Rain,False,335.0,21.4,False,,Working,61.0,74.0,5.0,140.0,1.0,,False,,,,335
L001,2025-07-05 07:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,7,Day,Rain,False,599.0,18.8,False,,Off,,,,,,,False,,,,599
L001,2025-07-05 08:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,8,Day,Rain,True,850.0,6.7,True,,Working,32.0,91.0,4.0,127.0,0.0,,False,,,,850
L001,2025-07-05 09:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,9,Day,Clear,False,638.0,10.7,False,,Working,88.0,31.0,5.0,124.0,0.0,,False,,,,638
L001,2025-07-05 10:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,10,Day,Rain,True,1297.0,5.0,True,,Working,69.0,63.0,7.0,139.0,0.0,,False,,,,1297
L001,2025-07-05 11:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,11,Day,Thunderstorm,True,621.0,9.0,True,,Working,71.0,66.0,4.0,141.0,4.0,,False,,,,621
L001,2025-07-05 12:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,12,Day,Rain,False,724.0,6.8,False,,Working,26.0,64.0,7.0,97.0,0.0,,True,Minor,2.0,Weather-related,724
L001,2025-07-05 13:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,13,Day,Rain,False,416.0,12.1,False,,Working,56.0,97.0,7.0,160.0,0.0,,False,,,,416
L001,2025-07-05 14:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,14,Day,Rain,False,455.0,-12.0,False,speed_glitch,Working,61.0,89.0,3.0,153.0,1.0,,False,,,,455
L001,2025-07-05 15:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,15,Day,Rain,False,798.0,5.0,False,,Working,48.0,47.0,5.0,100.0,0.0,,False,,,,798
L001,2025-07-05 16:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,16,Day,Rain,False,196.0,,False,,Working,42.0,33.0,3.0,78.0,0.0,,True,Minor,3.0,Weather-related,196
L001,2025-07-05 17:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,17,Day,Rain,True,614.0,13.3,True,,Working,56.0,80.0,7.0,143.0,1.0,,False,,,,614
L001,2025-07-05 18:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,18,Day,Rain,False,539.0,,False,,Working,86.0,87.0,5.0,178.0,1.0,,False,,,,539
L001,2025-07-05 19:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,19,Dusk/Dawn,Rain,False,317.0,21.4,False,,Working,47.0,81.0,6.0,134.0,1.0,,False,,,,317
L001,2025-07-05 20:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,20,Night,Rain,False,509.0,5.6,False,,Working,66.0,58.0,7.0,131.0,1.0,,False,,,,509
L001,2025-07-05 21:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,21,Night,Clear,True,742.0,9.1,True,,Working,29.0,75.0,6.0,110.0,1.0,,False,,,,742
L001,2025-07-05 22:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,22,Night,Rain,False,702.0,5.5,False,,Working,47.0,34.0,9.0,90.0,0.0,,False,,,,702
L001,2025-07-05 23:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,5,23,Night,Clear,False,752.0,16.2,False,,Working,76.0,94.0,9.0,179.0,1.0,,False,,,,752
L001,2025-07-06 00:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,6,0,Night,Clear,False,688.0,11.4,False,,Working,52.0,83.0,9.0,144.0,1.0,,False,,,,688
L001,2025-07-06 01:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,6,1,Night,Rain,False,638.0,6.5,False,,Working,28.0,46.0,4.0,78.0,0.0,,False,,,,638
L001,2025-07-06 02:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,6,2,Night,Rain,False,383.0,22.6,False,,Working,63.0,109.0,4.0,176.0,1.0,,False,,,,383
L001,2025-07-06 03:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,6,3,Night,Clear,False,561.0,11.6,False,,Blinking,,,,,,,True,Minor,1.0,Overspeeding,561
L001,2025-07-06 04:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,6,4,Night,Rain,False,662.0,15.3,False,,Off,,,,,,,False,,,,662
L001,2025-07-06 05:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,6,5,Dusk/Dawn,Rain,False,426.0,23.4,False,,Working,56.0,119.0,4.0,179.0,1.0,,False,,,,426
L001,2025-07-06 06:00:00,Telangana,urban,2,47,True,low,0.318,17.314579,78.567384,monsoon,6,6,Day,Clear,False,549.0,16.8,False,,Working,70.0,97.0,6.0,173.0,1.0,,False,,,,549
